{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.718723, 4=6, 5=0.24429408, 6=3, 7=1, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.5050678, 2=3, 3=-0.068351954, 4=14, 5=-3.275313, 6=1, 7=9, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.3478534, 14=1, 15=1}
{1=-0.2014263, 2=1, 3=1.5264995, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.8973819, 2=3, 3=0.5617014, 4=2, 5=-0.14677337, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=2, 3=-1.1560019, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.16117758, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=0.9364733, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.3560831, 2=3, 3=2.5994182, 4=2, 5=-0.14677337, 6=5, 7=11, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=-0.5107399, 2=3, 3=1.8846428, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.2730825, 2=3, 3=0.8338552, 4=5, 5=-1.7110431, 6=7, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4997985, 2=3, 3=-0.1511339, 4=2, 5=-0.14677337, 6=7, 7=1, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.0358281, 2=3, 3=-1.221898, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=1.4211868, 4=2, 5=-0.14677337, 6=1, 7=9, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-1.4254942, 4=2, 5=-0.14677337, 6=3, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-0.2014263, 2=2, 3=1.5495569, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-1.0520387, 2=2, 3=0.9132151, 4=2, 5=-0.14677337, 6=1, 7=8, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=1.0870659, 4=2, 5=-0.14677337, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.677582, 13=0.1754197, 14=1, 15=2}
{1=2.350411, 2=3, 3=-1.3862237, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.852508, 14=1, 15=1}
{1=0.18521571, 2=3, 3=-0.25794804, 4=6, 5=0.24429408, 6=3, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.57185775, 2=3, 3=-0.77562034, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=2}
{1=0.3398725, 2=5, 3=1.8981749, 4=6, 5=0.24429408, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=-0.2787547, 2=3, 3=0.12129289, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.4334115, 2=3, 3=-0.08040218, 4=2, 5=-0.14677337, 6=1, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=5, 15=1}
{1=-0.04676949, 2=3, 3=1.1346332, 4=1, 5=1.4174964, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-0.7235197, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.2014263, 2=5, 3=-1.0299327, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=4, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.030558914, 2=3, 3=0.91563296, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=-0.2014263, 2=2, 3=-0.0029531466, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=1.3451418, 2=3, 3=0.5592251, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=0.0150734475, 4=1, 5=1.4174964, 6=1, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.35399097, 4=1, 5=1.4174964, 6=1, 7=3, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=1.1031817, 4=2, 5=-0.14677337, 6=2, 7=6, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.16101672, 14=1, 15=1}
{1=2.1957543, 2=3, 3=0.5441525, 4=2, 5=-0.14677337, 6=2, 7=6, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.4226533, 14=1, 15=1}
{1=0.9584997, 2=3, 3=-0.28161952, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=2.0766761, 4=2, 5=-0.14677337, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=2, 3=-0.7550394, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=3, 3=1.8887765, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.2730825, 2=2, 3=-1.4045428, 4=6, 5=0.24429408, 6=7, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.3451418, 2=3, 3=0.46655723, 4=2, 5=-0.14677337, 6=7, 7=9, 8=1, 9=1, 10=1, 11=0.81879133, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=1.5385108, 4=12, 5=-2.4931781, 6=1, 7=5, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.3529471, 14=5, 15=1}
{1=-0.12409789, 2=2, 3=-0.65864736, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=-0.5880683, 2=3, 3=-0.9717778, 4=2, 5=-0.14677337, 6=1, 7=9, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=25, 15=1}
{1=0.10788731, 2=3, 3=-0.819863, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=1.8091122, 2=3, 3=0.061002754, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=0.5612656, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=0.7501861, 4=4, 5=1.8085638, 6=1, 7=2, 8=1, 9=1, 10=2, 11=1.7587042, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=-0.3560831, 2=3, 3=-1.2854737, 4=1, 5=1.4174964, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.8200535, 2=5, 3=-0.8928566, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=3.510337, 2=3, 3=-0.7324696, 4=16, 5=-2.8842456, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=13, 15=1}
{1=0.88117135, 2=3, 3=-0.1978724, 4=2, 5=-0.14677337, 6=5, 7=5, 8=6, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-1.42332, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=3, 3=0.6434597, 4=6, 5=0.24429408, 6=2, 7=5, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.64918613, 2=3, 3=0.38054827, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=0.10788731, 2=3, 3=0.633759, 4=7, 5=1.0264289, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-0.21184325, 4=6, 5=0.24429408, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=1.4997985, 2=3, 3=-0.053796135, 4=6, 5=0.24429408, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=13, 15=2}
{1=1.8864406, 2=3, 3=-0.29062796, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=0.5637195, 4=1, 5=1.4174964, 6=1, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=4.2116723, 4=2, 5=-0.14677337, 6=1, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.7265145, 2=3, 3=-0.8511683, 4=6, 5=0.24429408, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=1, 15=2}
{1=0.030558914, 2=3, 3=-0.46793008, 4=2, 5=-0.14677337, 6=5, 7=5, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.80384296, 2=3, 3=0.66235393, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.9584997, 2=3, 3=0.013708535, 4=3, 5=-0.9289083, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=2, 3=0.5398725, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.7609494, 4=1, 5=1.4174964, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.26254413, 2=3, 3=0.01238262, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=-0.22374724, 4=2, 5=-0.14677337, 6=1, 7=2, 8=4, 9=5, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=0.10788731, 2=3, 3=0.14947833, 4=7, 5=1.0264289, 6=3, 7=4, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=1.0358281, 2=3, 3=0.77755255, 4=6, 5=0.24429408, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=-0.05839784, 4=1, 5=1.4174964, 6=1, 7=6, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=0.44272003, 4=13, 5=-1.3199757, 6=1, 7=3, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=-0.04676949, 2=3, 3=0.9189185, 4=6, 5=0.24429408, 6=3, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.4386808, 2=3, 3=1.6534754, 4=13, 5=-1.3199757, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=0.18613598, 4=2, 5=-0.14677337, 6=1, 7=3, 8=4, 9=4, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=2.0759938, 4=6, 5=0.24429408, 6=1, 7=1, 8=5, 9=5, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=1.7553856, 4=7, 5=1.0264289, 6=2, 7=6, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.5235015, 4=6, 5=0.24429408, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.0358281, 2=3, 3=-0.97622347, 4=2, 5=-0.14677337, 6=1, 7=1, 8=4, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.0358281, 2=6, 3=-0.3387606, 4=6, 5=0.24429408, 6=3, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=5.8006287, 13=1.0165107, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-1.2469734, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=2}
{1=2.1957543, 2=3, 3=0.44396794, 4=16, 5=-2.8842456, 6=3, 7=14, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.1796353, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.7786835, 4=6, 5=0.24429408, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.0358281, 2=4, 3=0.2700586, 4=2, 5=-0.14677337, 6=7, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.49428263, 4=1, 5=1.4174964, 6=1, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=-0.35014787, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=-0.9644755, 4=3, 5=-0.9289083, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.58440924, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=2, 3=-1.4406642, 4=6, 5=0.24429408, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=4.0444384, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=-1.2854737, 4=2, 5=-0.14677337, 6=1, 7=1, 8=6, 9=1, 10=2, 11=-0.14188065, 12=4.8626146, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.12252923, 4=7, 5=1.0264289, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.97471035, 2=5, 3=-1.1690954, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=2, 3=0.7812086, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=3.539784, 14=1, 15=1}
{1=1.963769, 2=3, 3=-0.06971686, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=9, 15=1}
{1=0.88117135, 2=2, 3=-1.3241494, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.577127, 2=3, 3=0.318279, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2066956, 2=3, 3=0.30102262, 4=15, 5=-0.53784084, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.5657163, 4=2, 5=-0.14677337, 6=2, 7=9, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.68007433, 14=1, 15=2}
{1=0.030558914, 2=2, 3=-0.45485616, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.12409789, 2=5, 3=0.49368975, 4=6, 5=0.24429408, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.577127, 2=3, 3=-0.2874009, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=0.117929354, 4=10, 5=0.63536155, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.2544351, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=-0.7668069, 4=7, 5=1.0264289, 6=2, 7=9, 8=2, 9=1, 10=1, 11=0.58440924, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.0358281, 2=3, 3=0.12566061, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.737053, 2=3, 3=0.11395161, 4=2, 5=-0.14677337, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=0.35744223, 4=6, 5=0.24429408, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=-0.8879624, 4=6, 5=0.24429408, 6=1, 7=10, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=3, 3=-0.36948088, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.190485, 2=3, 3=-1.3789897, 4=6, 5=0.24429408, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=2}
{1=0.18521571, 2=3, 3=0.7634647, 4=6, 5=0.24429408, 6=4, 7=4, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=-0.054897815, 4=13, 5=-1.3199757, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.04676949, 2=2, 3=0.14711899, 4=1, 5=1.4174964, 6=3, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-0.8973819, 2=5, 3=1.3808829, 4=1, 5=1.4174964, 6=2, 7=4, 8=3, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=1.9479065, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.2658761, 4=2, 5=-0.14677337, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.0358281, 2=3, 3=-1.1885649, 4=2, 5=-0.14677337, 6=3, 7=7, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4224702, 2=3, 3=-0.078335315, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.677582, 13=1.4370563, 14=1, 15=2}
{1=1.2678133, 2=3, 3=0.28057817, 4=1, 5=1.4174964, 6=4, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=4.7290816, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=-0.6836155, 4=2, 5=-0.14677337, 6=1, 7=9, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.2651626, 4=6, 5=0.24429408, 6=3, 7=9, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.7803799, 4=2, 5=-0.14677337, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.2840239, 2=4, 3=0.78108186, 4=6, 5=0.24429408, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=8, 15=1}
{1=-0.2014263, 2=3, 3=-0.60913026, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=2.5801828, 4=1, 5=1.4174964, 6=1, 7=5, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=-0.6854971, 4=4, 5=1.8085638, 6=3, 7=4, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=3, 3=0.81848043, 4=1, 5=1.4174964, 6=3, 7=4, 8=5, 9=1, 10=1, 11=-0.14188065, 12=1.4677758, 13=1.0165107, 14=1, 15=2}
{1=0.10788731, 2=5, 3=-0.8415066, 4=4, 5=1.8085638, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=-0.038869843, 4=1, 5=1.4174964, 6=1, 7=2, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=-1.2152977, 4=10, 5=0.63536155, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=2, 3=0.12822469, 4=1, 5=1.4174964, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.7592024, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=6, 3=0.19149813, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.4224702, 2=6, 3=2.0235813, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.6986928, 14=1, 15=2}
{1=-0.2787547, 2=2, 3=0.2691129, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=1, 15=1}
{1=-0.5107399, 2=5, 3=-0.26930606, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=5, 3=0.3479756, 4=6, 5=0.24429408, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=2, 3=-1.2454038, 4=6, 5=0.24429408, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
